"siteid","collectionunitid","sampleid","datasetid","analysisunitid","geochronid","geochrontypeid","agetypeid","age","errorolder","erroryounger","infinite","delta13c","labnumber","materialdated","notes","depenvtid","sitename","rejected"
6096,7290,118640,10274,84517,10797,"Carbon-14","Radiocarbon years BP",7870,90,90,FALSE,NA,"SMU-78","wood","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118641,10274,84517,10798,"Carbon-14","Radiocarbon years BP",7980,70,70,FALSE,NA,"SMU-727","","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118642,10274,84518,10799,"Carbon-14","Radiocarbon years BP",2910,50,50,FALSE,NA,"SMU-238","charcoal","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118643,10274,84519,10800,"Carbon-14","Radiocarbon years BP",1900,80,80,FALSE,NA,"SMU-538","charcoal","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118644,10274,84519,10801,"Carbon-14","Radiocarbon years BP",1990,50,50,FALSE,NA,"SMU-234","charcoal","Sample located at upper contact of analysis unit.",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118645,10274,84519,10802,"Carbon-14","Radiocarbon years BP",2040,60,60,FALSE,NA,"SMU-537","charcoal","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118646,10274,84519,10803,"Carbon-14","Radiocarbon years BP",2250,100,100,FALSE,NA,"SMU-554","charcoal","",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118647,10274,84519,10804,"Carbon-14","Radiocarbon years BP",2340,80,80,FALSE,NA,"SMU-236","wood","Sample located at lower contact of analysis unit.",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118648,10274,84520,10805,"Carbon-14","Radiocarbon years BP",1410,50,50,FALSE,NA,"SMU-327","wood","Sample located at lower contact of analysis unit.",99,"Phillips Spring [23HI216]",FALSE
6096,7290,118649,10274,92003,10806,"Carbon-14","Radiocarbon years BP",270,50,50,FALSE,NA,"SMU-237","charcoal","",99,"Phillips Spring [23HI216]",FALSE
6097,7291,118650,10275,84535,10807,"Carbon-14","Radiocarbon years BP",5750,140,140,FALSE,NA,"N-1171","charcoal","",115,"Pot Shelter [23CR149]",FALSE
6097,7291,118651,10275,84538,10808,"Carbon-14","Radiocarbon years BP",5600,125,125,FALSE,NA,"N-1172","charcoal","",115,"Pot Shelter [23CR149]",FALSE
6097,7291,118652,10275,84541,10809,"Carbon-14","Radiocarbon years BP",6480,145,145,FALSE,NA,"N-1173","charcoal","",115,"Pot Shelter [23CR149]",FALSE
6097,7291,118653,10275,84546,10810,"Carbon-14","Radiocarbon years BP",1300,110,110,FALSE,NA,"N-1169","charcoal","",115,"Pot Shelter [23CR149]",FALSE
6097,7291,118654,10275,84548,10811,"Carbon-14","Radiocarbon years BP",4150,125,125,FALSE,NA,"N-1170","charcoal","",115,"Pot Shelter [23CR149]",FALSE
6106,7316,118655,10276,84573,10812,"Carbon-14","Radiocarbon years BP",1460,60,60,FALSE,NA,"SMU-446","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118656,10276,84573,10813,"Carbon-14","Radiocarbon years BP",1390,70,70,FALSE,NA,"SMU-438","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118657,10276,84573,10814,"Carbon-14","Radiocarbon years BP",1580,70,70,FALSE,NA,"SMU-447","plant matter","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118658,10276,84573,10815,"Carbon-14","Radiocarbon years BP",1060,100,100,FALSE,NA,"SMU-474","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118659,10276,84574,10816,"Carbon-14","Radiocarbon years BP",10530,650,650,FALSE,NA,"ISGS-48","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118660,10276,84574,10817,"Carbon-14","Radiocarbon years BP",10200,330,330,FALSE,NA,"M-2333","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118661,10276,84576,10818,"Carbon-14","Radiocarbon years BP",2350,80,80,FALSE,NA,"SMU-454","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118662,10276,84576,10819,"Carbon-14","Radiocarbon years BP",2250,70,70,FALSE,NA,"SMU-478","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118663,10276,84576,10820,"Carbon-14","Radiocarbon years BP",2070,70,70,FALSE,NA,"SMU-439","plant matter","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118664,10276,84576,10821,"Carbon-14","Radiocarbon years BP",2520,60,60,FALSE,NA,"SMU-448","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118665,10276,84576,10822,"Carbon-14","Radiocarbon years BP",1910,100,100,FALSE,NA,"SMU-455","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118666,10276,84576,10823,"Carbon-14","Radiocarbon years BP",2620,150,150,FALSE,NA,"SMU-465","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118667,10276,84577,10824,"Carbon-14","Radiocarbon years BP",3360,70,70,FALSE,NA,"SMU-510","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118668,10276,84577,10825,"Carbon-14","Radiocarbon years BP",3430,50,50,FALSE,NA,"SMU-524","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118669,10276,84577,10826,"Carbon-14","Radiocarbon years BP",3530,80,80,FALSE,NA,"SMU-451","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118670,10276,84578,10827,"Carbon-14","Radiocarbon years BP",5100,400,400,FALSE,NA,"M-2332","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118671,10276,84578,10828,"Carbon-14","Radiocarbon years BP",5200,200,200,FALSE,NA,"M-2281","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118672,10276,84578,10829,"Carbon-14","Radiocarbon years BP",5130,160,160,FALSE,NA,"SMU-459","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118673,10276,84579,10830,"Carbon-14","Radiocarbon years BP",6300,590,590,FALSE,NA,"ISGS-35","","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118674,10276,84580,10831,"Carbon-14","Radiocarbon years BP",7010,160,160,FALSE,NA,"GAK-1171","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118675,10276,84580,10832,"Carbon-14","Radiocarbon years BP",8100,140,140,FALSE,NA,"GAK-1170","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118676,10276,84580,10833,"Carbon-14","Radiocarbon years BP",7490,170,170,FALSE,NA,"GAK-1172","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118677,10276,84580,10834,"Carbon-14","Radiocarbon years BP",7170,160,160,FALSE,NA,"SMU-502","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118678,10276,84580,10835,"Carbon-14","Radiocarbon years BP",7260,290,290,FALSE,NA,"SMU-507","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118679,10276,84581,10836,"Carbon-14","Radiocarbon years BP",8100,300,300,FALSE,NA,"A-868A","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118680,10276,84581,10837,"Carbon-14","Radiocarbon years BP",8030,300,300,FALSE,NA,"M-1900","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6106,7316,118681,10276,84581,10838,"Carbon-14","Radiocarbon years BP",7960,130,130,FALSE,NA,"SMU-461","charcoal","",115,"Rodgers Shelter [23BE125]",FALSE
6111,7321,681025,61482,84595,53536,"Carbon-14","Radiocarbon years BP",50,100,100,FALSE,NA,"M-1396","charcoal","date rejected by author",77,"Steed-Kisker",TRUE
6111,7321,681026,61482,84595,53537,"Carbon-14","Radiocarbon years BP",840,110,110,FALSE,NA,"M-1395A","charcoal",NA,77,"Steed-Kisker",FALSE
6111,7321,681027,61482,84595,53538,"Carbon-14","Radiocarbon years BP",950,110,110,FALSE,NA,"M-1395B","charred corn and charcoal",NA,77,"Steed-Kisker",FALSE
6111,7321,681028,61482,84595,53539,"Carbon-14","Radiocarbon years BP",1090,110,110,FALSE,NA,"M-1397","charcoal",NA,77,"Steed-Kisker",FALSE
6111,7321,681029,61482,84595,53540,"Carbon-14","Radiocarbon years BP",749,110,110,FALSE,NA,"M-1398","charcoal",NA,77,"Steed-Kisker",FALSE
6111,7321,681030,61482,84595,53541,"Carbon-14","Radiocarbon years BP",720,100,100,FALSE,NA,"M-1399","charcoal",NA,77,"Steed-Kisker",FALSE
6112,7322,681031,61483,84596,53542,"Carbon-14","Radiocarbon years BP",1270,250,250,FALSE,NA,"M-454","charcoal","date rejected by author",77,"Renner [23PL13]",TRUE
6112,7322,681032,61483,84596,53543,"Carbon-14","Radiocarbon years BP",1850,200,200,FALSE,NA,"M-571","charcoal","from village debris",77,"Renner [23PL13]",FALSE
6112,7322,681033,61483,84596,53544,"Carbon-14","Radiocarbon years BP",1520,200,200,FALSE,NA,"M-573","charcoal","from village debris",77,"Renner [23PL13]",FALSE
6112,7322,681034,61483,84596,53545,"Carbon-14","Radiocarbon years BP",1950,250,250,FALSE,NA,"M-572","charcoal","from village debris",77,"Renner [23PL13]",FALSE
6116,7326,118682,10277,92004,10839,"Carbon-14","Radiocarbon years BP",370,100,100,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118683,10277,92005,10840,"Carbon-14","Radiocarbon years BP",1150,110,110,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118684,10277,92005,10841,"Carbon-14","Radiocarbon years BP",1210,100,100,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118685,10277,92005,10842,"Carbon-14","Radiocarbon years BP",1500,175,175,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118686,10277,92006,10843,"Carbon-14","Radiocarbon years BP",2100,200,200,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118687,10277,84600,10844,"Carbon-14","Radiocarbon years BP",2900,105,105,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118688,10277,84600,10845,"Carbon-14","Radiocarbon years BP",5490,200,200,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118689,10277,84601,10846,"Carbon-14","Radiocarbon years BP",5980,200,200,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118690,10277,84601,10847,"Carbon-14","Radiocarbon years BP",6250,190,190,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118691,10277,84601,10848,"Carbon-14","Radiocarbon years BP",6310,140,140,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118692,10277,84602,10849,"Carbon-14","Radiocarbon years BP",6770,190,190,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118693,10277,84602,10850,"Carbon-14","Radiocarbon years BP",7565,250,250,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118694,10277,84602,10851,"Carbon-14","Radiocarbon years BP",8095,275,275,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118695,10277,84602,10852,"Carbon-14","Radiocarbon years BP",8435,275,275,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6116,7326,118696,10277,84602,10853,"Carbon-14","Radiocarbon years BP",8500,320,320,FALSE,NA,NA,"","",115,"Russell Cave",FALSE
6118,7328,118697,10278,84604,10854,"Carbon-14","Radiocarbon years BP",850,110,110,FALSE,NA,"M-9026/27","charcoal","",77,"Friend and Foe [23CL113]",FALSE
6118,7328,118698,10278,84604,10855,"Carbon-14","Radiocarbon years BP",980,90,90,FALSE,NA,"GAK-1993","charcoal","",77,"Friend and Foe [23CL113]",FALSE
6118,7328,118699,10278,84604,10856,"Carbon-14","Radiocarbon years BP",900,90,90,FALSE,NA,"GAK-1994","charcoal","",77,"Friend and Foe [23CL113]",FALSE
6118,7328,118700,10278,84604,10857,"Carbon-14","Radiocarbon years BP",1190,80,80,FALSE,NA,"GAK-1995","charcoal","",77,"Friend and Foe [23CL113]",FALSE
6122,7332,118702,10280,84610,10859,"Carbon-14","Radiocarbon years BP",9640,450,450,FALSE,NA,"M-1152","charcoal","",115,"Stanfield-Worley [1CT125]",FALSE
6122,7332,118703,10280,84610,10860,"Carbon-14","Radiocarbon years BP",8920,400,400,FALSE,NA,"M-1153","charcoal","",115,"Stanfield-Worley [1CT125]",FALSE
6123,7333,118704,10281,84612,10861,"Carbon-14","Radiocarbon years BP",560,70,70,FALSE,NA,"UM-929","","Date too young, contamination probable.",77,"McKeithen Village [8CO17]",TRUE
6123,7333,118705,10281,84612,10862,"Carbon-14","Radiocarbon years BP",415,70,70,FALSE,NA,"UM-933","","Date too young, contamination probable.",77,"McKeithen Village [8CO17]",TRUE
6123,7333,118706,10281,84612,10863,"Carbon-14","Radiocarbon years BP",690,65,65,FALSE,NA,"UM-934","","Date too young, contamination probable.",77,"McKeithen Village [8CO17]",TRUE
6123,7333,118707,10281,84612,10864,"Carbon-14","Radiocarbon years BP",1440,75,75,FALSE,NA,"UM-930","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118708,10281,84612,10865,"Carbon-14","Radiocarbon years BP",1300,70,70,FALSE,NA,"UM-1092","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118709,10281,84612,10866,"Carbon-14","Radiocarbon years BP",1310,95,95,FALSE,NA,"UM-1091","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118710,10281,84612,10867,"Carbon-14","Radiocarbon years BP",1805,100,100,FALSE,NA,"UM-1257","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118711,10281,84612,10868,"Carbon-14","Radiocarbon years BP",1530,95,95,FALSE,NA,"UM-","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118712,10281,84612,10869,"Carbon-14","Radiocarbon years BP",1705,80,80,FALSE,NA,"UM-1259","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118713,10281,84612,10870,"Carbon-14","Radiocarbon years BP",1980,95,95,FALSE,NA,"UM-","","Date too old, contamination probable.",77,"McKeithen Village [8CO17]",TRUE
6123,7333,118714,10281,84612,10871,"Carbon-14","Radiocarbon years BP",1165,75,75,FALSE,NA,"UM-1093","","",77,"McKeithen Village [8CO17]",FALSE
6123,7333,118715,10281,84612,10872,"Carbon-14","Radiocarbon years BP",1785,70,70,FALSE,NA,"UM-1258","","",77,"McKeithen Village [8CO17]",FALSE
6126,7336,118719,10283,84615,10876,"Carbon-14","Radiocarbon years BP",920,100,100,FALSE,NA,"ISGS-1391","charcoal","",1,"Morton Village [11F19]",FALSE
6126,7336,118720,10283,84615,10877,"Carbon-14","Radiocarbon years BP",720,70,70,FALSE,NA,"ISGS-1416","charcoal","",1,"Morton Village [11F19]",FALSE
6126,7336,118721,10283,84616,10878,"Carbon-14","Radiocarbon years BP",1350,70,70,FALSE,NA,"ISGS-1390","charcoal","",1,"Morton Village [11F19]",FALSE
6127,7337,118722,10284,84617,10879,"Carbon-14","Radiocarbon years BP",690,70,70,FALSE,NA,"ISGS-1348","charcoal","",1,"Norris Farm 36 [11F]",FALSE
6127,7337,118723,10284,84617,10880,"Carbon-14","Radiocarbon years BP",1120,70,70,FALSE,NA,"ISGS-1349","charcoal","",1,"Norris Farm 36 [11F]",FALSE
6127,7337,118724,10284,84617,10881,"Carbon-14","Radiocarbon years BP",670,70,70,FALSE,NA,"ISGS-1377","charcoal","",1,"Norris Farm 36 [11F]",FALSE
6127,7337,118725,10284,84617,10882,"Carbon-14","Radiocarbon years BP",390,70,70,FALSE,NA,"ISGS-1415","charcoal","",1,"Norris Farm 36 [11F]",FALSE
6127,7337,118726,10284,84618,10883,"Carbon-14","Radiocarbon years BP",1330,80,80,FALSE,NA,"ISGS-1350","charcoal","",1,"Norris Farm 36 [11F]",FALSE
6137,7346,118728,10286,84628,10885,"Carbon-14","Radiocarbon years BP",3110,200,200,FALSE,NA,"M-1284","","",77,"Riverton [11CW170]",FALSE
6137,7346,118729,10286,84628,10886,"Carbon-14","Radiocarbon years BP",3460,250,250,FALSE,NA,"M-1285","","",77,"Riverton [11CW170]",FALSE
6137,7346,118730,10286,84628,10887,"Carbon-14","Radiocarbon years BP",3200,200,200,FALSE,NA,"M-1286","","",77,"Riverton [11CW170]",FALSE
6137,7346,118731,10286,84628,10888,"Carbon-14","Radiocarbon years BP",3270,250,250,FALSE,NA,"M-1287","","",77,"Riverton [11CW170]",FALSE
6137,7346,118732,10286,84628,10889,"Carbon-14","Radiocarbon years BP",3320,140,140,FALSE,NA,"I-1463","","",77,"Riverton [11CW170]",FALSE
6138,7347,118733,10287,84629,10890,"Carbon-14","Radiocarbon years BP",3490,200,200,FALSE,NA,"M-1288","","",3,"Robeson Hills [11LW1]",FALSE
6138,7347,118734,10287,84629,10891,"Carbon-14","Radiocarbon years BP",3440,200,200,FALSE,NA,"M-1289","","",3,"Robeson Hills [11LW1]",FALSE
6139,7348,118735,10288,84630,10892,"Carbon-14","Radiocarbon years BP",3450,125,125,FALSE,NA,"I-1461","","",77,"Swan Island [11CW319]",FALSE
6139,7348,118736,10288,84630,10893,"Carbon-14","Radiocarbon years BP",3450,120,120,FALSE,NA,"I-1462","","",77,"Swan Island [11CW319]",FALSE
6141,7350,118737,10289,84632,10894,"Carbon-14","Radiocarbon years BP",1640,90,90,FALSE,NA,"I-2025","charcoal","Date too young, contamination probable.",1,"Dickson Camp [11F35D]",TRUE
6141,7350,118738,10289,84632,10895,"Carbon-14","Radiocarbon years BP",270,85,85,FALSE,NA,"I-2026","charcoal","Date too young, contamination probable.",1,"Dickson Camp [11F35D]",TRUE
6141,7350,681567,10289,84632,54083,"Carbon-14","Radiocarbon years BP",2040,90,90,FALSE,NA,"ISGS-872","carbonized hazelnut shell","early Havana tradition(Morton/Caldwell phase) habitation",1,"Dickson Camp [11F35D]",FALSE
6143,7352,681035,61484,84636,53546,"Carbon-14","Radiocarbon years BP",1530,70,70,FALSE,NA,"ISGS-1199","carbonized wood, Gymnocladus dioicus",NA,77,"Apple Creek",FALSE
6143,7352,681036,61484,84636,53547,"Carbon-14","Radiocarbon years BP",1310,100,100,FALSE,NA,"M-1406","wood charcoal",NA,77,"Apple Creek",FALSE
6143,7352,681037,61484,84636,53548,"Carbon-14","Radiocarbon years BP",1160,120,120,FALSE,NA,"M-1407","wood charcoal",NA,77,"Apple Creek",FALSE
6143,7352,681040,61484,84636,53551,"Carbon-14","Radiocarbon years BP",1030,120,120,FALSE,NA,"M-1997","charcoal","date rejected by author",77,"Apple Creek",TRUE
6143,7352,681038,61484,84635,53549,"Carbon-14","Radiocarbon years BP",2660,130,130,FALSE,NA,"M-1408","wood charcoal","associated with White Hall material but age too old",77,"Apple Creek",FALSE
6143,7352,681039,61484,84634,53550,"Carbon-14","Radiocarbon years BP",1490,130,130,FALSE,NA,"M-1721","charcoal",NA,77,"Apple Creek",FALSE
6199,7408,118757,10296,84693,10914,"Carbon-14","Radiocarbon years BP",940,70,70,FALSE,NA,"ISGS-1315","","",77,"Lundy [11JD140]",FALSE
6199,7408,118758,10296,84693,10915,"Carbon-14","Radiocarbon years BP",910,70,70,FALSE,NA,"ISGS-1092","","",77,"Lundy [11JD140]",FALSE
6199,7408,118759,10296,84693,10916,"Carbon-14","Radiocarbon years BP",800,70,70,FALSE,NA,"ISGS-1307","","",77,"Lundy [11JD140]",FALSE
6231,7440,681041,61485,84728,53552,"Carbon-14","Radiocarbon years BP",8440,80,80,FALSE,NA,"ISGS-292","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681044,61485,84728,53555,"Carbon-14","Radiocarbon years BP",8130,80,80,FALSE,NA,"ISGS-337","carbonized wood and nutshells","date out of stratigraphic sequence",1,"Koster",FALSE
6231,7440,681046,61485,84728,53557,"Carbon-14","Radiocarbon years BP",12320,80,80,FALSE,NA,"ISGS-415","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681047,61485,84728,53558,"Carbon-14","Radiocarbon years BP",9730,90,90,FALSE,NA,"ISGS-328","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681060,61485,84728,53571,"Carbon-14","Radiocarbon years BP",8130,90,90,FALSE,NA,"ISGS-1065","charcoal",NA,1,"Koster",FALSE
6231,7440,681062,61485,84728,53573,"Carbon-14","Radiocarbon years BP",13360,100,100,FALSE,NA,"ISGS-875","conifer wood and back",NA,1,"Koster",FALSE
6231,7440,681068,61485,84728,53579,"Carbon-14","Radiocarbon years BP",7155,220,220,FALSE,NA,"GX-2102","charcoal","date rejected, too young",1,"Koster",TRUE
6231,7440,681070,61485,84728,53581,"Carbon-14","Radiocarbon years BP",7105,360,360,FALSE,NA,"GX-2103","charcoal","date rejected, too young",1,"Koster",TRUE
6231,7440,681042,61485,84726,53553,"Carbon-14","Radiocarbon years BP",3950,80,80,FALSE,NA,"ISGS-329","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681045,61485,84726,53556,"Carbon-14","Radiocarbon years BP",5820,80,80,FALSE,NA,"ISGS-414","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681054,61485,84726,53565,"Carbon-14","Radiocarbon years BP",970,70,70,FALSE,NA,"ISGS-1205","hickory shells",NA,1,"Koster",FALSE
6231,7440,681056,61485,84726,53567,"Carbon-14","Radiocarbon years BP",2980,70,70,FALSE,NA,"ISGS-956","charcoal",NA,1,"Koster",FALSE
6231,7440,681071,61485,84726,53582,"Carbon-14","Radiocarbon years BP",1310,50,50,FALSE,NA,"UCLA-1919D","bone","Mound 5",1,"Koster",FALSE
6231,7440,681072,61485,84726,53583,"Carbon-14","Radiocarbon years BP",1340,50,50,FALSE,NA,"UCLA-1919E","bone","Mound 5",1,"Koster",FALSE
6231,7440,681043,61485,84727,53554,"Carbon-14","Radiocarbon years BP",8220,80,80,FALSE,NA,"ISGS-336","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681048,61485,84727,53559,"Carbon-14","Radiocarbon years BP",7670,110,110,FALSE,NA,"ISGS-303","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681049,61485,84727,53560,"Carbon-14","Radiocarbon years BP",7020,120,120,FALSE,NA,"ISGS-338","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681050,61485,84727,53561,"Carbon-14","Radiocarbon years BP",7800,160,160,FALSE,NA,"ISGS-316","carbonized wood and nutshells",NA,1,"Koster",FALSE
6231,7440,681053,61485,84727,53564,"Carbon-14","Radiocarbon years BP",6990,70,70,FALSE,NA,"ISGS-1136","charcoal",NA,1,"Koster",FALSE
6231,7440,681055,61485,84727,53566,"Carbon-14","Radiocarbon years BP",7320,70,70,FALSE,NA,"ISGS-859","charcoal",NA,1,"Koster",FALSE
6231,7440,681057,61485,84727,53568,"Carbon-14","Radiocarbon years BP",7000,80,80,FALSE,NA,"ISGS-809","charcoal",NA,1,"Koster",FALSE
6231,7440,681058,61485,84727,53569,"Carbon-14","Radiocarbon years BP",6860,80,80,FALSE,NA,"ISGS-835","charcoal",NA,1,"Koster",FALSE
6231,7440,681059,61485,84727,53570,"Carbon-14","Radiocarbon years BP",6960,80,80,FALSE,NA,"ISGS-848","charcoal",NA,1,"Koster",FALSE
6231,7440,681061,61485,84727,53572,"Carbon-14","Radiocarbon years BP",6910,100,100,FALSE,NA,"ISGS-1082","charcoal",NA,1,"Koster",FALSE
6231,7440,681063,61485,84727,53574,"Carbon-14","Radiocarbon years BP",8230,120,120,FALSE,NA,"ISGS-783","charcoal",NA,1,"Koster",FALSE
6231,7440,681064,61485,84727,53575,"Carbon-14","Radiocarbon years BP",6970,150,150,FALSE,NA,"ISGS-800","charcoal",NA,1,"Koster",FALSE
6231,7440,681065,61485,84727,53576,"Carbon-14","Radiocarbon years BP",7920,150,150,FALSE,NA,"ISGS-923","charcoal",NA,1,"Koster",FALSE
6231,7440,681069,61485,84727,53580,"Carbon-14","Radiocarbon years BP",6510,310,310,FALSE,NA,"ISGS-1000","charcoal","date corrected for contamination",1,"Koster",FALSE
6231,7441,681051,61486,84729,53562,"Carbon-14","Radiocarbon years BP",1120,70,70,FALSE,NA,"ISGS-1020","charcoal",NA,1,"Koster",FALSE
6231,7441,681052,61486,84729,53563,"Carbon-14","Radiocarbon years BP",1330,70,70,FALSE,NA,"ISGS-1024","charcoal",NA,1,"Koster",FALSE
6231,7441,681066,61486,84729,53577,"Carbon-14","Radiocarbon years BP",980,190,190,FALSE,NA,"ISGS-1003","carbonized acorn shells","date corrected for contamination",1,"Koster",FALSE
6231,7441,681067,61486,84729,53578,"Carbon-14","Radiocarbon years BP",930,200,200,FALSE,NA,"ISGS-1001","charcoal","date corrected for contamination",1,"Koster",FALSE
6239,7449,681073,61487,84737,53584,"Carbon-14","Radiocarbon years BP",2300,250,250,FALSE,NA,"M-256","shell, freshwater mussel","freshwater mussel",1,"Weaver",FALSE
6242,7451,118760,10297,84739,10917,"Carbon-14","Radiocarbon years BP",1500,120,120,FALSE,NA,"M-1685","charcoal","",77,"Scovill [11F106]",FALSE
6245,7454,681074,61488,84742,53585,"Carbon-14","Radiocarbon years BP",830,80,80,FALSE,NA,"ISGS-664","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6245,7454,681075,61488,84742,53586,"Carbon-14","Radiocarbon years BP",970,80,80,FALSE,NA,"ISGS-665","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6245,7454,681079,61488,84742,53590,"Carbon-14","Radiocarbon years BP",940,100,100,FALSE,NA,"ISGS-691","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6245,7454,681076,61488,84743,53587,"Carbon-14","Radiocarbon years BP",1130,80,80,FALSE,NA,"ISGS-696","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6245,7454,681077,61488,84743,53588,"Carbon-14","Radiocarbon years BP",1230,80,80,FALSE,NA,"ISGS-704","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6245,7454,681078,61488,84743,53589,"Carbon-14","Radiocarbon years BP",1100,80,80,FALSE,NA,"ISGS-706","carbonized wood and nutshells",NA,77,"Dohack [11S642]",FALSE
6248,7457,118772,10300,84748,10929,"Carbon-14","Radiocarbon years BP",930,80,80,FALSE,NA,"ISGS-708","charcoal",NA,77,"BBB Motor [11MS595]",FALSE
6248,7457,118773,10300,84748,10930,"Carbon-14","Radiocarbon years BP",880,120,120,FALSE,NA,"ISGS-705","charcoal","",77,"BBB Motor [11MS595]",FALSE
6248,7457,118774,10300,84748,10931,"Carbon-14","Radiocarbon years BP",750,80,80,FALSE,NA,"ISGS-637","charcoal",NA,77,"BBB Motor [11MS595]",FALSE
6251,7460,118782,10303,84751,10939,"Carbon-14","Radiocarbon years BP",1560,90,90,FALSE,NA,"ISGS-739","","",77,"Columbia Quarry [11S629]",FALSE
6251,7460,118783,10303,84751,10940,"Carbon-14","Radiocarbon years BP",1570,80,80,FALSE,NA,"ISGS-741",NA,NA,77,"Columbia Quarry [11S629]",FALSE
6251,7460,118784,10303,84751,10941,"Carbon-14","Radiocarbon years BP",1570,80,80,FALSE,NA,"ISGS-745",NA,NA,77,"Columbia Quarry [11S629]",FALSE
6251,7460,118785,10303,84751,10942,"Carbon-14","Radiocarbon years BP",1660,80,80,FALSE,NA,"ISGS-755","","",77,"Columbia Quarry [11S629]",FALSE
6251,7460,118786,10303,84751,10943,"Carbon-14","Radiocarbon years BP",1440,90,90,FALSE,NA,"ISGS-756","","",77,"Columbia Quarry [11S629]",FALSE
