"","obfuscation.problem","ndb.sites.siteid","ndb.sites.sitename","ndb.publications.publicationid","doi","isbn","ndb.publications.citation","ndb.publications.pubtypeid","ndb.collectionunits.collectionunitid","ndb.collectionunits.handle","discovery","ndb.analysisunits.analysisunitid","ndb.analysisunits.analysisunitname","ndb.geochronology.geochronid","ndb.geochronology.labnumber","ndb.geochronology.age","ndb.geochronology.errorolder","ndb.geochronology.erroryounger","ndb.geochronology.infinite","ndb.geochronology.materialdated","taxonname","ndb.variables.taxonid","elementdated","ndb.variables.variableelementid","ndb.repositoryinstitutions.repositoryid","repository","acronym","ndb.specimens.specimennr","ndb.geochronology.depth","ndb.geochronology.notes","ndb.radiocarbon.radiocarbonmethodid","ndb.radiocarbon.d13C","ndb.radiocarbon.d15N","ndb.radiocarbon.C:N","rejected","ndb.geochronology.agetypeid","ndb.geochronology.geochrontypeid","human","validationnotes","geochronologyid","datasetid","sampleid","datasetid.1","analysisunitid"
"796","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6140",27890,130,130,FALSE,"bone, Canis dirus Radius R, LACM RLP-R50952","Aenocyon dirus",NA,"Radius R",NA,83,"LACM",NA,"RLP-R50952",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"797","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6141",28270,130,130,FALSE,"bone, Canis dirus Radius L, LACM RLP-R39006","Aenocyon dirus",NA,"Radius L",NA,83,"LACM",NA,"RLP-R39006",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"798","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6137",28430,140,140,FALSE,"bone, Canis dirus Radius L, LACM RLP-R41785","Aenocyon dirus",NA,"Radius L",NA,83,"LACM",NA,"RLP-R41785",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"799","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6142",27860,140,140,FALSE,"bone, Canis dirus Radius L, LACM RLP-R50699","Aenocyon dirus",NA,"Radius L",NA,83,"LACM",NA,"RLP-R50699",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"800","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6143",27680,140,140,FALSE,"bone, Canis dirus Radius R, LACM RLP-R54035","Aenocyon dirus",NA,"Radius R",NA,83,"LACM",NA,"RLP-R54035",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"801","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5276",25710,140,140,FALSE,"bone, Smilodon fatalis Tibia L, LACM RLP-R25591","Smilodon fatalis",NA,"Tibia L",NA,83,"LACM",NA,"RLP-R25591",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"802","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5449",27220,140,140,FALSE,"bone, Smilodon fatalis Humerus L, LACM RLP-R22719","Smilodon fatalis",NA,"Humerus L",NA,83,"LACM",NA,"RLP-R22719",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"803","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5587",28320,140,140,FALSE,"bone, Smilodon fatalis Tibia R, LACM RLP-R26134","Smilodon fatalis",NA,"Tibia R",NA,83,"LACM",NA,"RLP-R26134",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"804","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6003",27820,150,150,FALSE,"bone, Smilodon fatalis Vertebra thoracic VIII, LACM RLP-R45830","Smilodon fatalis",NA,"Vertebra thoracic VIII",NA,83,"LACM",NA,"RLP-R45830",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"805","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6004",27620,150,150,FALSE,"bone, Smilodon fatalis Astragalus R, LACM RLP-R48706","Smilodon fatalis",NA,"Astragalus R",NA,83,"LACM",NA,"RLP-R48706",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"806","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5447",28360,160,160,FALSE,"bone, Canis dirus Femur L, LACM RLP-R23621","Aenocyon dirus",NA,"Femur L",NA,83,"LACM",NA,"RLP-R23621",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"807","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5275",28170,160,160,FALSE,"bone, Smilodon fatalis Humerus R, LACM RLP-R34802","Smilodon fatalis",NA,"Humerus R",NA,83,"LACM",NA,"RLP-R34802",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"808","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6000",28240,160,160,FALSE,"bone, Smilodon fatalis Radius R, LACM RLP-R22376","Smilodon fatalis",NA,"Radius R",NA,83,"LACM",NA,"RLP-R22376",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"809","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5271",28310,170,170,FALSE,"bone, Canis dirus Tibia L, LACM RLP-R50546","Aenocyon dirus",NA,"Tibia L",NA,83,"LACM",NA,"RLP-R50546",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"810","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6002",28620,200,200,FALSE,"bone, Canis dirus Humerus R, LACM RLP-R39320","Aenocyon dirus",NA,"Humerus R",NA,83,"LACM",NA,"RLP-R39320",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"811","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6144",28330,200,200,FALSE,"bone, Canis dirus Radius L, LACM RLP-R30312","Aenocyon dirus",NA,"Radius L",NA,83,"LACM",NA,"RLP-R30312",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"812","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6711",28590,240,240,FALSE,"bone, Nothrotheriops shastensis Cuboid L, LACM RLP-R36388","Nothrotheriops shastensis",NA,"Cuboid L",NA,83,"LACM",NA,"RLP-R36388",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"813","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6712",28530,240,240,FALSE,"bone, Nothrotheriops shastensis Astragalus R, LACM RLP-R38722","Nothrotheriops shastensis",NA,"Astragalus R",NA,83,"LACM",NA,"RLP-R38722",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"814","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6713",28350,240,240,FALSE,"bone, Nothrotheriops shastensis Calcaneum L, LACM RLP-R22385","Nothrotheriops shastensis",NA,"Calcaneum L",NA,83,"LACM",NA,"RLP-R22385",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"815","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6715",28650,240,240,FALSE,"bone, Puma concolor Radius L, LACM RLP-R54033","Puma concolor",NA,"Radius L",NA,83,"LACM",NA,"RLP-R54033",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"816","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5822",24930,240,240,FALSE,"bone, Smilodon fatalis Astragalus R, LACM RLP-R21648","Smilodon fatalis",NA,"Astragalus R",NA,83,"LACM",NA,"RLP-R21648",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"817","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6714",28650,250,250,FALSE,"bone, Puma concolor Humerus L, LACM RLP-R22811","Puma concolor",NA,"Humerus L",NA,83,"LACM",NA,"RLP-R22811",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"818","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5825",26150,280,280,FALSE,"bone, Smilodon fatalis Humerus L, LACM RLP-R35212","Smilodon fatalis",NA,"Humerus L",NA,83,"LACM",NA,"RLP-R35212",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"819","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5826",26120,280,280,FALSE,"bone, Smilodon fatalis Calcaneum L, LACM RLP-R26201","Smilodon fatalis",NA,"Calcaneum L",NA,83,"LACM",NA,"RLP-R26201",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"820","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5823",28150,360,360,FALSE,"bone, Smilodon fatalis Tibia L, LACM RLP-R23755","Smilodon fatalis",NA,"Tibia L",NA,83,"LACM",NA,"RLP-R23755",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"821","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5824",28580,380,380,FALSE,"bone, Canis dirus Humerus R, LACM RLP-R29823","Aenocyon dirus",NA,"Humerus R",NA,83,"LACM",NA,"RLP-R29823",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"822","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5827",28510,380,380,FALSE,"bone, Canis dirus Radius R, LACM RLP-R39292","Aenocyon dirus",NA,"Radius R",NA,83,"LACM",NA,"RLP-R39292",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"823","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6001",35800,400,400,FALSE,"bone, Canis dirus Vertebra thoracic VII, LACM RLP-R34667","Aenocyon dirus",NA,"Vertebra thoracic VII",NA,83,"LACM",NA,"RLP-R34667",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"824","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5273",39090,580,580,FALSE,"bone, Canis dirus Humerus R, LACM RLP-R37351","Aenocyon dirus",NA,"Humerus R",NA,83,"LACM",NA,"RLP-R37351",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"825","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6138",41010,580,580,FALSE,"bone, Canis dirus Radius L, LACM RLP-R18896","Aenocyon dirus",NA,"Radius L",NA,83,"LACM",NA,"RLP-R18896",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"826","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5591",43000,720,720,FALSE,"bone, Canis dirus Innominate L, LACM RLP-R49462","Aenocyon dirus",NA,"Innominate L",NA,83,"LACM",NA,"RLP-R49462",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"827","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5446",41940,790,790,FALSE,"bone, Canis dirus Humerus R, LACM RLP-R39004","Aenocyon dirus",NA,"Humerus R",NA,83,"LACM",NA,"RLP-R39004",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"828","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5999",41800,800,800,FALSE,"bone, Canis dirus Tibia R, LACM RLP-R15406","Aenocyon dirus",NA,"Tibia R",NA,83,"LACM",NA,"RLP-R15406",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"829","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5590",44300,850,850,FALSE,"bone, Smilodon fatalis Metacarpal L II, LACM RLP-R42645","Smilodon fatalis",NA,"Metacarpal L II",NA,83,"LACM",NA,"RLP-R42645",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"830","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-6005",44600,1100,1100,FALSE,"bone, Canis dirus Innominate L, LACM RLP-R49462","Aenocyon dirus",NA,"Innominate L",NA,83,"LACM",NA,"RLP-R49462",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"831","",4865,"Rancho La Brea",NA,"10.2110/palo.2005.p05-143r",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"SR-5821",44650,2830,2830,FALSE,"bone, Canis dirus Ulna L, LACM RLP-R15199","Aenocyon dirus",NA,"Ulna L",NA,83,"LACM",NA,"RLP-R15199",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"832","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,14280,60,60,FALSE,"bone collagen, Canis dirus, LACM RLP-R14493, 3–30 kDa","Canis dirus",NA,NA,NA,83,"LACM",NA,"RLP-R14493",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"833","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-S91649",26270,130,130,FALSE,"bone, Smilodon fatalis, LACM RLP-R17668","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R17668",NA,"Not ultrafiltered",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"834","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-S91681",26370,200,200,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R17668","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R17668",NA,"<30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"835","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,24830,210,210,FALSE,"bone collagen, Canis dirus, LACM RLP-R27398, 3–30 kDa","Canis dirus",NA,NA,NA,83,"LACM",NA,"RLP-R27398",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"836","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-S91655",28100,210,210,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R17668","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R17668",NA,">30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"837","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27030,220,220,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R16695, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R16695",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"838","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28290,230,230,FALSE,"bone, Nothrotheriops shastensis, LACM HC-123491, XAD Amino Acids","Nothrotheriops shastensis",NA,NA,NA,83,"LACM",NA,"HC-123491",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"839","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28350,240,240,FALSE,"bone, Nothrotheriops shastensis, LACM RLP-R22385, XAD Amino Acids","Nothrotheriops shastensis",NA,NA,NA,83,"LACM",NA,"RLP-R22385",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"840","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28530,240,240,FALSE,"bone, Nothrotheriops shastensis, LACM RLP-R38722, XAD Amino Acids","Nothrotheriops shastensis",NA,NA,NA,83,"LACM",NA,"RLP-R38722",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"841","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28590,240,240,FALSE,"bone, Nothrotheriops shastensis, LACM RLP-R36388, XAD Amino Acids","Nothrotheriops shastensis",NA,NA,NA,83,"LACM",NA,"RLP-R36388",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"842","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28650,240,240,FALSE,"bone, Puma concolor, LACM RLP-R54033, XAD Amino Acids","Puma concolor",NA,NA,NA,83,"LACM",NA,"RLP-R54033",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"843","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27500,240,240,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R34802, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R34802",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"844","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27800,240,240,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R16695, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R16695",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"845","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28650,250,250,FALSE,"bone, Puma concolor, LACM RLP-R22811c, XAD Amino Acids","Puma concolor",NA,NA,NA,83,"LACM",NA,"RLP-R22811c",NA,"XAD Amino Acids",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"846","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27070,250,250,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R16695, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R16695",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"847","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27180,250,250,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R16695, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R16695",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"848","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28220,260,260,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R34802, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R34802",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"849","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,27500,280,280,FALSE,"bone collagen, Canis dirus, LACM RLP-R24956, 3–30 kDa","Canis dirus",NA,NA,NA,83,"LACM",NA,"RLP-R24956",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"850","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28590,300,300,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R34802, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R34802",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"851","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28660,330,330,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R34802, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R34802",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"852","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,39800,960,960,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R42645, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R42645",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"853","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,41300,1200,1200,FALSE,"bone collagen, Canis dirus, LACM RLP-R49462, 3–30 kDa","Canis dirus",NA,NA,NA,83,"LACM",NA,"RLP-R49462",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"854","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-111969",41800,1400,1400,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R42645","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R42645",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"855","",4865,"Rancho La Brea",NA,"10.1016/j.quageo.2014.03.002",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,NA,28200,1400,1400,FALSE,"bone collagen, Smilodon fatalis, LACM RLP-R16695, 3–30 kDa","Smilodon fatalis",NA,NA,NA,83,"LACM",NA,"RLP-R16695",NA,"3–30 kDa",1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"856","",4865,"Rancho La Brea",NA,"10.1017/RDC.2015.9",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-135934",7265,25,25,FALSE,"Chitin, Dicheirus sp., LACM RLP-3311E","Dicheirus sp.",NA,NA,NA,83,"LACM",NA,"RLP-3311E",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
"857","",4865,"Rancho La Brea",NA,"10.1017/RDC.2015.9",NA,NA,NA,5920,"RLBPT91","researcher contributed",82633,"Assemblage",NA,"UCIAMS-137678",26710,130,130,FALSE,"Chitin, Coleoptera Prothorax, LACM RLP-12854","Coleoptera",NA,"Prothorax",NA,83,"LACM",NA,"RLP-12854",NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,9933,82633
