ndb.sites.siteid,ndb.sites.sitename,ndb.publications.publicationid,doi,isbn,ndb.publications.citation,ndb.publications.pubtypeid,ndb.collectionunits.collectionunitid,ndb.collectionunits.handle,discovery,ndb.analysisunits.analysisunitid,ndb.analysisunits.analysisunitname,ndb.geochronology.geochronid,ndb.geochronology.labnumber,ndb.geochronology.age,ndb.geochronology.errorolder,ndb.geochronology.erroryounger,ndb.geochronology.infinite,ndb.geochronology.materialdated,taxonname,ndb.variables.taxonid,elementdated,ndb.variables.variableelementid,ndb.repositoryinstitutions.repositoryid,repository,acronym,ndb.specimens.specimennr,ndb.geochronology.depth,ndb.geochronology.notes,ndb.radiocarbon.radiocarbonmethodid,ndb.radiocarbon.d13C,ndb.radiocarbon.d15N,ndb.radiocarbon.C:N,rejected,ndb.geochronology.agetypeid,ndb.geochronology.geochrontypeid,human,validationnotes,geochronologyid,datasetid,sampleid,identifier_check,ndb.datasets.datasetid,geochrondsid_check,ndb.samples.sampleid,valid_geochron
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53167,Beta-116506,15230,120,120,FALSE,Plant material,NA,NA,NA,NA,NA,NA,NA,NA,1U,97-F-2; LQ,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680656,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53168,Beta-015090,12200,124,124,FALSE,Wood,NA,NA,NA,NA,NA,NA,NA,NA,4L 4U (4),84-B; L15aâ€“b,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680657,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53169,Beta-021750,10016,124,124,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,5,87-C; L1aâ€“2b,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680658,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53170,Beta-116500,12420,130,130,FALSE,Wood,NA,NA,NA,NA,NA,NA,NA,NA,3,97-F-1; LEs,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680659,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53171,Beta-116507,15100,130,130,FALSE,Plant material,NA,NA,NA,NA,NA,NA,NA,NA,1U,97-F-2; Len,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680660,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,83230,Zone C,53172,Beta-011905,9697,130,130,FALSE,Peat,NA,NA,NA,NA,NA,NA,NA,NA,6L (6a),84-B; L10,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680661,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53173,Beta-116498,13820,190,190,FALSE,Wood,NA,NA,NA,NA,NA,NA,NA,NA,2â€“3 (3a),97-F-1; Es,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680662,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53174,Beta-116502,14870,200,200,FALSE,Wood,NA,NA,NA,NA,NA,NA,NA,NA,2,97-F-2; LD,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680663,Valid
5106,Page-Ladson [8JE591],NA,10.1002/gea.21826,NA,NA,NA,6245,PAGELADS,literature search,91993,Zone E,53175,Beta-021751,18446,222,222,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,1L,87E; L1,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10050,Valid (existing),680664,Valid
5111,Summer Haven,NA,10.1017/S0033822200036626,NA,NA,NA,6250,SUMMRHVN,literature search,83238,Assemblage,53176,M-1014,3330,200,200,FALSE,marine shells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61425,Valid (added),680665,Valid
5120,Guest Mammoth [8MR130],NA,NA,NA,"Smith, Morgan F. ""Hunting an Underwater Mammoth."" Ch. 5 in Thulman, D.K. and Garrison, E.G. (eds) New Directions in the Search for the First Floridians. United States: University of Florida Press, 2019.",2,6259,GUESTMM,literature search,83247,Assemblage,53177,Beta-26060,10220,70,70,FALSE,shell marl,NA,NA,NA,NA,NA,NA,NA,NA,70-75cm,layer overlying bone bed,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,10053,Valid (existing),680666,Valid
5138,Alderman [8VO135],NA,10.1017/S0033822200004112,NA,NA,NA,6277,ALDERMAN,literature search,83269,Assemblage,53178,UM-1153,1090,100,100,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61426,Valid (added),680667,Valid
5138,Alderman [8VO135],NA,10.1017/S0033822200004112,NA,NA,NA,6277,ALDERMAN,literature search,83269,Assemblage,53179,UM-1154,1190,125,125,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61426,Valid (existing),680668,Valid
5138,Alderman [8VO135],NA,10.1017/S0033822200004112,NA,NA,NA,6277,ALDERMAN,literature search,83269,Assemblage,53180,UM-1152,2425,210,210,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61426,Valid (existing),680669,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53181,Beta-362860,102,0,0,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 15, ca. 471.5 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (added),680670,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53182,UGAMS-29649,5140,0,0,FALSE,Bioapatite,NA,NA,NA,NA,NA,NA,NA,NA,"5007R5001, F17",Kinosternon plastron,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680671,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53183,UGAMS-24204,4610,25,25,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5014R5001, F9, 17.5-20 cm (Bhs horizon)",Charcoal - bottom of F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680672,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53184,UGAMS-29171,4500,25,25,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5009R5001, F9, 15-17.5 cm",Charcoal - middle F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680673,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53185,UGAMS-29172,4170,25,25,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5009R5001, F9, 20-22.5 cm",Charcoal - bottom F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680674,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53186,UGAMS-29183,4750,25,25,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F5, 0-5 cm",Sediment - top F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680675,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53187,UGAMS-29184,6950,25,25,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F5, 42.5-45 cm",Sediment - bottom F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680676,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53188,UGAMS-29186,6480,25,25,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F15, 0-2.5 cm",Sediment - middle F9 (F15),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680677,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53189,UGAMS-29652,4500,30,30,FALSE,"Bioapatite, bison bone",Bison sp.,NA,NA,NA,NA,NA,NA,NA,Sr 0.708335 ± 0.000006,Bison bone provart 5405,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680678,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53190,UGAMS-29644,4590,30,30,FALSE,"Bioapatite, turtle shell",Testudines,NA,NA,NA,NA,NA,NA,NA,5007R5001 F17,Turtle shell,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680679,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53191,UGAMS-29648,5270,30,30,FALSE,"Bioapatite, turtle carapace fragment",Testudines,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F17",Turtle carapice fragment,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680680,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53192,Beta-357934,7060,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 15, 198 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680681,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53193,Beta-357936,5180,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 15, ca. 427.76 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680682,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53194,Beta-362859,990,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 15, ca. 375.5 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680683,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53195,Beta-362861,410,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 14, ca. 145.0 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680684,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53196,Beta-362863,5100,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 14, ca. 403.5 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680685,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53197,Beta-378227,5570,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Auger 7, 280 cm bmgs (A horizon)",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680686,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53198,Beta-378228,7010,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Auger 7, 280-290 cm bmgs (A horizon)",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680687,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53199,Beta-378230,4240,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5015R5000, F5, 0.5-5 cm (A horizon)",Sediment - top of F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680688,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53200,Beta-378232,7780,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5015R5002, F9, 0 cm floor (Bhs horizon)",Sediment - top F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680689,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53201,Beta-378233,7990,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5009R5002, F9, 0 cm Floor (Bhs horizon)",Sediment - top of F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680690,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53202,UGAMS-24205,11610,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5014R5002, F17, 0-2.5 cm (C horizon)",Sediment - top of F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680691,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53203,UGAMS-24206,5610,30,30,FALSE,Charcoal: wood - root,NA,NA,NA,NA,NA,NA,NA,NA,"5013R5002, F19, 5 cm floor (C horizon)",Wood - root,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680692,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53204,UGAMS-25409,7480,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5006R5004, F34, 3-4 cm",Soil in pit feature,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680693,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53205,UGAMS-28567,5070,30,30,FALSE,Charcoal: carbonized bone,NA,NA,NA,NA,NA,NA,NA,NA,"5010R5002, F18, 12.5-15 cm",Carbonized bone - middle F18,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680694,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53206,UGAMS-28570,3960,30,30,FALSE,"Bioapatite, bone",NA,NA,NA,NA,NA,NA,NA,NA,"5010R5001, F18, 10-15 cm",Bone - middle F18,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680695,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53207,UGAMS-29174,10920,30,30,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5009R5002, F9, 10-12.4 cm",Charcoal - middle F9 (F9),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680696,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53208,UGAMS-29185,8120,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F27, 0-2.5 cm",Sediment - top F9 (F27),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680697,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53209,UGAMS-29187,7910,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F15, 15-17.5 cm",Sediment - bottom F9 (F15),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680698,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53210,UGAMS-29188,7310,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F17, 0-2.5 cm",Sediment - Top F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680699,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53211,UGAMS-29189,7900,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F17, 17.5-20 cm",Sediment - middle F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680700,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53212,UGAMS-29190,10410,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F17, 37.5-39 cm",Sediment - bottom F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680701,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53213,UGAMS-29198,7500,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5006R5001, F17, 25-27.5 cm",Sediment - F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680702,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53214,UGAMS-29199,7930,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5006R5001, F17, 27.5-30 cm",Sediment - F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680703,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53215,UGAMS-29200,8260,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5006R5001, F17, 30-31 cm",Sediment - F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680704,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53216,UGAMS-29201,11710,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5007R5001, F17, 25-27.5 cm",Sediment - F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680705,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53217,UGAMS-29202,11820,30,30,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5007R5001, F17, 27.5-30 cm",Sediment - F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680706,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53218,UGAMS-A22339,5212,32,32,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5013R5002, F19, 0-5 cm (C horizon)",Charcoal - top of F19 (w/ root),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680707,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53219,UGAMS-29647,6180,35,35,FALSE,"Bioapatite, bison bone",Bison sp.,NA,NA,NA,NA,NA,NA,NA,F17 Sr 0.708896 ± 0.000010,Bison bone #16,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680708,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53220,UGAMS-25402,13250,35,35,FALSE,"Bioapatite, Molar – Mammut americanum",Mammut americanum,NA,NA,NA,NA,NA,NA,H6308,NA,H6308,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680709,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53221,UGAMS-25403,13740,35,35,FALSE,"Bioapatite, Molar – Mammuthus columbi",Mammuthus columbi,NA,NA,NA,NA,NA,NA,H6309,NA,H6309,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680710,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53222,UGAMS-25406,13310,35,35,FALSE,"Bioapatite, Molar – Mammuthus columbi",Mammuthus columbi,NA,NA,NA,NA,NA,NA,H6312,NA,H6312,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680711,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53223,UGAMS-A22340,9132,37,37,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5008R5003, F5, 25-27.5 cm (A horizon)",Sediment - middle F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680712,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53224,UGAMS-A22341,21897,37,37,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5014R5002, F24, 40-41 cm/F30 0 cm floor",Sediment - F24 lower,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680713,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53225,UGAMS-25404,15810,40,40,FALSE,"Bioapatite, Molar – Mammut americanum",Mammut americanum,NA,NA,NA,NA,NA,NA,H6310,NA,H6310,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680714,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53226,UGAMS-29650,4420,40,40,FALSE,"Bioapatite, turtle shell",Testudines,NA,NA,NA,NA,NA,NA,NA,"5006R5001, F17",Turtle shell,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680715,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53227,UGAMS-29651,5130,40,40,FALSE,"Bioapatite, turtle shell",Testudines,NA,NA,NA,NA,NA,NA,NA,5007R5004 F17,Turtle shell,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680716,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53228,Beta-357933,6440,40,40,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 16, 272 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680717,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53229,Beta-362862,9030,40,40,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"Core 14, ca. 174.5 cm bmgs",NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680718,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53230,Beta-378231,9620,40,40,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5015R5000, F5, 50-55 cm (A horizon)",Sediment - bottom F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680719,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53231,Beta-395402,12120,40,40,FALSE,Bulk humates,NA,NA,NA,NA,NA,NA,NA,NA,"5014R5001, F17, 12.5-15 cm (C horizon)",Sediment - bottom of F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680720,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53232,UGAMS-29175,17630,40,40,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5007R5003, F15, 7.5-10 cm",Charcoal - bottom F9 (F15),1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680721,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53233,UGAMS-29176,17290,40,40,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5007R5001, F17, 0-2.5 cm",Charcoal - top F17,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680722,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53234,UGAMS-29169,18680,45,45,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5005R5004, F5, 30-35 cm",Charcoal - bottom F5,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680723,Valid
5151,Vero,NA,10.1080/20555563.2019.1670031,NA,NA,NA,6302,VERO2,literature search,83298,Assemblage,53235,UGAMS-29170,17650,45,45,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,"5006R5002, F9, 0-2.5 cm",Charcoal - top F9,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61427,Valid (existing),680724,Valid
